iter	Logloss
556	0.03983788857
557	0.0396635349
558	0.03954959283
559	0.03942595262
560	0.0393085333
561	0.03914957047
562	0.03903217316
563	0.03884534836
564	0.03872726147
565	0.03864274025
566	0.03851837011
567	0.03838425049
568	0.03829090779
569	0.03820181627
570	0.03812444393
571	0.03800356205
572	0.03790904925
573	0.03776105734
574	0.03764167199
575	0.03745127825
576	0.03732659267
577	0.03722598369
578	0.03710311009
579	0.03694478915
580	0.03680170499
581	0.03671094454
582	0.03657996838
583	0.03644572772
584	0.03630429415
585	0.03616289726
586	0.03603974122
587	0.03595029024
588	0.035853584
589	0.03564753532
590	0.03555035958
591	0.03539255582
592	0.0352465006
593	0.03508577714
594	0.03497226788
595	0.03485457714
596	0.03473978043
597	0.03462564028
598	0.03450168096
599	0.03440699211
600	0.03425543125
601	0.0340808795
602	0.03399281869
603	0.03388248224
604	0.03379426736
605	0.03375246341
606	0.03361769823
607	0.03347505056
608	0.03335559552
609	0.03323821288
610	0.03309516173
611	0.03291201225
612	0.03280432041
613	0.03272996682
614	0.03260507584
615	0.03249196639
616	0.03241541202
617	0.0323290238
618	0.0321847989
619	0.03215902035
620	0.03204022187
621	0.03199090224
622	0.0319090183
623	0.03180159055
624	0.03173257021
625	0.03162614382
626	0.03155838159
627	0.03144314839
628	0.03132567039
629	0.03131719736
630	0.03121162928
631	0.03113997533
632	0.03103917195
633	0.03093236043
634	0.03087048164
635	0.03071270723
636	0.03060301817
637	0.03054800767
638	0.03044573894
639	0.03035680881
640	0.03026574208
641	0.03017529524
642	0.03004294542
643	0.02994050063
644	0.02988741398
645	0.02981917675
646	0.02973120946
647	0.0296006973
648	0.0295230517
649	0.02947292695
650	0.02941002112
651	0.02938392346
652	0.02932065817
653	0.02924769842
654	0.02911102955
655	0.0289750466
656	0.02890842511
657	0.02880291572
658	0.02873404393
659	0.02861558657
660	0.02854612974
661	0.02844258455
662	0.0283788571
663	0.0282775237
664	0.02818668989
665	0.02808655225
666	0.0280543364
667	0.02796212343
668	0.02788532697
669	0.02781916398
670	0.02772863095
671	0.02763162393
672	0.02755252031
673	0.02747034843
674	0.02738117255
675	0.02735191492
676	0.02727258205
677	0.02719229918
678	0.02711422077
679	0.02704030184
680	0.0269767211
681	0.0269423228
682	0.02685130009
683	0.02679666739
684	0.02675395562
685	0.02667966256
686	0.02659915227
687	0.02651909865
688	0.02646388641
689	0.02637369816
690	0.02629908232
691	0.0262124245
692	0.02614411574
693	0.02608461747
694	0.02602481292
695	0.02596480846
696	0.02594424578
697	0.02585215569
698	0.02576432962
699	0.02567070998
